tick,unique-id,state,infection-start,infector-id,num-infected,masked
9,S,-1,-1,0,false,0
7,S,-1,-1,0,false,0
2,IS,0,-1,0,false,0
6,S,-1,-1,0,true,0
0,S,-1,-1,0,false,0
5,S,-1,-1,0,false,0
3,S,-1,-1,0,false,0
8,S,-1,-1,0,false,0
4,S,-1,-1,0,false,0
1,S,-1,-1,0,false,0
9,S,-1,-1,0,false,1
7,S,-1,-1,0,false,1
2,IS,0,-1,0,false,1
6,S,-1,-1,0,false,1
0,S,-1,-1,0,false,1
5,S,-1,-1,0,false,1
3,S,-1,-1,0,false,1
8,S,-1,-1,0,false,1
4,S,-1,-1,0,false,1
1,S,-1,-1,0,false,1
9,S,-1,-1,0,false,2
7,S,-1,-1,0,false,2
2,IS,0,-1,0,false,2
6,S,-1,-1,0,false,2
0,S,-1,-1,0,false,2
5,S,-1,-1,0,true,2
3,S,-1,-1,0,false,2
8,S,-1,-1,0,false,2
4,S,-1,-1,0,false,2
1,S,-1,-1,0,false,2
9,S,-1,-1,0,false,3
7,S,-1,-1,0,false,3
2,IS,0,-1,0,false,3
6,S,-1,-1,0,false,3
0,S,-1,-1,0,true,3
5,S,-1,-1,0,false,3
3,S,-1,-1,0,false,3
8,S,-1,-1,0,false,3
4,S,-1,-1,0,false,3
1,S,-1,-1,0,false,3
9,S,-1,-1,0,false,4
7,S,-1,-1,0,false,4
2,IS,0,-1,0,false,4
6,S,-1,-1,0,false,4
0,S,-1,-1,0,false,4
5,S,-1,-1,0,false,4
3,S,-1,-1,0,false,4
8,S,-1,-1,0,false,4
4,S,-1,-1,0,false,4
1,S,-1,-1,0,false,4
9,S,-1,-1,0,false,5
7,S,-1,-1,0,false,5
2,IS,0,-1,0,false,5
6,S,-1,-1,0,false,5
0,S,-1,-1,0,false,5
5,S,-1,-1,0,false,5
3,S,-1,-1,0,false,5
8,S,-1,-1,0,false,5
4,S,-1,-1,0,false,5
1,S,-1,-1,0,false,5
9,S,-1,-1,0,false,6
7,S,-1,-1,0,false,6
2,IS,0,-1,0,false,6
6,S,-1,-1,0,false,6
0,S,-1,-1,0,false,6
5,S,-1,-1,0,false,6
3,S,-1,-1,0,false,6
8,S,-1,-1,0,false,6
4,S,-1,-1,0,false,6
1,S,-1,-1,0,false,6
9,S,-1,-1,0,false,7
7,S,-1,-1,0,true,7
2,IS,0,-1,0,false,7
6,S,-1,-1,0,false,7
0,S,-1,-1,0,false,7
5,S,-1,-1,0,false,7
3,S,-1,-1,0,false,7
8,S,-1,-1,0,false,7
4,S,-1,-1,0,false,7
1,S,-1,-1,0,false,7
9,S,-1,-1,0,false,8
7,S,-1,-1,0,false,8
2,IS,0,-1,0,false,8
6,S,-1,-1,0,false,8
0,S,-1,-1,0,false,8
5,S,-1,-1,0,false,8
3,S,-1,-1,0,false,8
8,S,-1,-1,0,false,8
4,S,-1,-1,0,false,8
1,S,-1,-1,0,false,8
9,S,-1,-1,0,false,9
7,S,-1,-1,0,false,9
2,IS,0,-1,0,false,9
6,S,-1,-1,0,false,9
0,S,-1,-1,0,false,9
5,S,-1,-1,0,false,9
3,S,-1,-1,0,false,9
8,S,-1,-1,0,false,9
4,S,-1,-1,0,false,9
1,S,-1,-1,0,false,9
9,S,-1,-1,0,false,10
7,S,-1,-1,0,false,10
2,IS,0,-1,0,false,10
6,S,-1,-1,0,false,10
0,S,-1,-1,0,false,10
5,S,-1,-1,0,false,10
3,S,-1,-1,0,false,10
8,S,-1,-1,0,false,10
4,S,-1,-1,0,false,10
1,S,-1,-1,0,false,10
9,S,-1,-1,0,false,11
7,S,-1,-1,0,false,11
2,IS,0,-1,0,false,11
6,S,-1,-1,0,false,11
0,S,-1,-1,0,false,11
5,S,-1,-1,0,false,11
3,S,-1,-1,0,false,11
8,S,-1,-1,0,false,11
4,S,-1,-1,0,false,11
1,S,-1,-1,0,false,11
9,S,-1,-1,0,false,12
7,S,-1,-1,0,false,12
2,IS,0,-1,0,false,12
6,S,-1,-1,0,false,12
0,S,-1,-1,0,false,12
5,S,-1,-1,0,false,12
3,S,-1,-1,0,false,12
8,S,-1,-1,0,true,12
4,S,-1,-1,0,false,12
1,S,-1,-1,0,false,12
9,S,-1,-1,0,false,13
7,S,-1,-1,0,false,13
2,IS,0,-1,0,false,13
6,S,-1,-1,0,false,13
0,S,-1,-1,0,false,13
5,S,-1,-1,0,false,13
3,S,-1,-1,0,false,13
8,S,-1,-1,0,false,13
4,S,-1,-1,0,false,13
1,S,-1,-1,0,false,13
9,S,-1,-1,0,false,14
7,S,-1,-1,0,false,14
2,R,0,-1,0,false,14
6,S,-1,-1,0,false,14
0,S,-1,-1,0,true,14
5,S,-1,-1,0,false,14
3,S,-1,-1,0,false,14
8,S,-1,-1,0,false,14
4,S,-1,-1,0,false,14
1,S,-1,-1,0,false,14
END
